customerID,gender,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,age,city,zip_code,city_code,Plan,bundle,index,numbering
2919-HBCJO,Female,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),76.65,333.6,Yes,62,Chicago,60601,312,Fiber optic_plan_48,Fiber optic_plan_48,3146,3146
4236-XPXAV,Female,Yes,Yes,5,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.15,465.05,Yes,41,Houston,77001,713,Fiber optic_plan_41,Fiber optic_plan_41,3147,3147
8903-WMRNW,Female,Yes,No,15,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.75,1669.4,No,47,Indianapolis,46201,317,Fiber optic_plan_21,Fiber optic_plan_21,3148,3148
2452-SNHFZ,Female,No,No,47,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),75.45,3545.1,No,70,San Diego,92101,858,Fiber optic_plan_32,Fiber optic_plan_32,3149,3149
3629-WEAAM,Female,No,No,8,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,64.1,504.05,No,54,Charlotte,28201,704,DSL_plan_51,DSL_plan_51,3150,3150
6029-CSMJE,Male,No,No,17,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.65,440.2,No,80,Jacksonville,32201,904,DSL_plan_64,DSL_plan_64,3151,3151
7993-NQLJE,Male,Yes,Yes,15,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,75.1,1151.55,No,66,Seattle,98101,206,Fiber optic_plan_32,Fiber optic_plan_32,3152,3152
9909-DFRJA,Female,No,No,26,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),95.85,2475.35,No,33,San Antonio,78201,210,Fiber optic_plan_19,Fiber optic_plan_19,3153,3153
9099-FTUHS,Female,No,No,23,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,54.4,1249.25,No,66,Denver,80201,303,DSL_plan_32,DSL_plan_32,3154,3154
0581-BXBUB,Female,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,72.75,317.75,No,57,Seattle,98101,206,Fiber optic_plan_48,Fiber optic_plan_48,3155,3155
4962-CHQPW,Male,No,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.85,535.05,No,63,San Jose,95101,408,No_unknown_plan,No_unknown_plan,3156,3156
9467-ROOLM,Female,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.05,461.3,No,68,Phoenix,85001,602,No_unknown_plan,No_unknown_plan,3157,3157
3030-YZADT,Male,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.95,431,Yes,31,Jacksonville,32201,904,DSL_plan_64,DSL_plan_64,3158,3158
7410-KTVFV,Male,Yes,No,18,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.55,878.35,Yes,68,Columbus,43201,614,DSL_plan_56,DSL_plan_56,3159,3159
5150-ITWWB,Male,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.85,335.75,No,56,Charlotte,28201,704,Fiber optic_plan_61,Fiber optic_plan_61,3160,3160
2253-KPMNB,Female,Yes,Yes,69,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),46.25,3121.4,No,56,San Antonio,78201,210,DSL_plan_4,DSL_plan_4,3161,3161
1345-ZUKID,Male,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.35,324.8,No,56,Charlotte,28201,704,No_unknown_plan,No_unknown_plan,3162,3162
6429-SHBCB,Male,No,No,19,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,69.6,1394.55,No,56,Indianapolis,46201,317,DSL_plan_61,DSL_plan_61,3163,3163
9281-OFDMF,Male,No,No,39,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,90.7,3413.25,No,57,San Diego,92101,858,Fiber optic_plan_47,Fiber optic_plan_47,3164,3164
2603-HVKCG,Male,No,No,31,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.4,3143.65,No,54,Denver,80201,303,Fiber optic_plan_37,Fiber optic_plan_37,3165,3165
1834-WULEG,Male,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.25,439.75,No,59,San Jose,95101,408,No_unknown_plan,No_unknown_plan,3166,3166
9097-ZUBYC,Male,Yes,No,14,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),48.8,664.4,No,64,Indianapolis,46201,317,DSL_plan_60,DSL_plan_60,3167,3167
5148-ORICT,Female,Yes,No,64,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,74.35,4759.55,No,68,Dallas,75201,214,DSL_plan_3,DSL_plan_3,3168,3168
4893-GYUJU,Female,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.35,1033,No,63,Los Angeles,90001,213,No_unknown_plan,No_unknown_plan,3169,3169
4578-PHJYZ,Male,Yes,Yes,52,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,68.75,3482.85,No,48,San Diego,92101,858,DSL_plan_34,DSL_plan_34,3170,3170
7272-QDCKA,Male,No,No,28,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,100.2,2688.45,No,30,Washington D.C.,20001,202,Fiber optic_plan_45,Fiber optic_plan_45,3171,3171
8908-SLFCJ,Female,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.85,435.25,No,81,Phoenix,85001,602,No_unknown_plan,No_unknown_plan,3172,3172
8393-DLHGA,Male,No,Yes,25,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.9,2448.75,Yes,53,San Jose,95101,408,Fiber optic_plan_45,Fiber optic_plan_45,3173,3173
9766-HGEDE,Female,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.35,307,No,52,Philadelphia,19101,215,No_unknown_plan,No_unknown_plan,3174,3174
6968-MHOMU,Male,Yes,No,58,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),45.0,2689.35,No,76,Phoenix,85001,602,DSL_plan_61,DSL_plan_61,3175,3175
7395-IGJOS,Male,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),81.5,1329.2,Yes,58,Denver,80201,303,Fiber optic_plan_63,Fiber optic_plan_63,3176,3176
5044-XDPYX,Female,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.5,1281.25,No,58,Indianapolis,46201,317,No_unknown_plan,No_unknown_plan,3177,3177
1814-WFGVS,Male,Yes,Yes,72,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,48.9,3527,No,61,Washington D.C.,20001,202,DSL_plan_18,DSL_plan_18,3178,3178
2834-SPCJV,Male,Yes,No,52,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.1,4348.65,Yes,42,San Antonio,78201,210,Fiber optic_plan_30,Fiber optic_plan_30,3179,3179
3721-WKIIL,Female,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.6,561.15,No,79,Philadelphia,19101,215,No_unknown_plan,No_unknown_plan,3180,3180
6734-CKRSM,Female,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,63.6,No,69,San Diego,92101,858,No_unknown_plan,No_unknown_plan,3181,3181
1265-ZFOSD,Female,Yes,No,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,81.3,5129.3,No,73,Denver,80201,303,DSL_plan_3,DSL_plan_3,3182,3182
6568-POCUI,Female,Yes,No,45,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),95.2,4285.8,No,57,Seattle,98101,206,Fiber optic_plan_57,Fiber optic_plan_57,3183,3183
7890-VYYWG,Male,Yes,No,3,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,36.45,93.7,Yes,73,San Diego,92101,858,DSL_plan_62,DSL_plan_62,3184,3184
5197-LQXXH,Female,Yes,No,71,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),83.3,5894.5,No,64,Indianapolis,46201,317,DSL_plan_33,DSL_plan_33,3185,3185
9907-SWKKF,Female,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.05,25.05,Yes,53,Philadelphia,19101,215,DSL_plan_64,DSL_plan_64,3186,3186
3457-PQBYH,Female,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.3,1160.75,No,57,Austin,73301,512,No_unknown_plan,No_unknown_plan,3187,3187
7682-AZNDK,Male,Yes,Yes,34,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.85,3091.75,No,47,Charlotte,28201,704,Fiber optic_plan_38,Fiber optic_plan_38,3188,3188
0587-DMGBH,Female,No,No,8,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.85,365.55,Yes,66,Phoenix,85001,602,DSL_plan_32,DSL_plan_32,3189,3189
5384-ZTTWP,Female,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.8,272.95,No,50,Charlotte,28201,704,No_unknown_plan,No_unknown_plan,3190,3190
3745-HRPHI,Male,Yes,Yes,66,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),54.65,3632,No,64,Austin,73301,512,DSL_plan_49,DSL_plan_49,3191,3191
7636-OWBPG,Male,No,No,12,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),29.35,381.2,No,35,Seattle,98101,206,DSL_plan_48,DSL_plan_48,3192,3192
1231-YNDEK,Male,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.15,1035.5,No,65,Seattle,98101,206,No_unknown_plan,No_unknown_plan,3193,3193
1407-DIGZV,Female,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.1,52,No,69,San Antonio,78201,210,No_unknown_plan,No_unknown_plan,3194,3194
6397-JNZZG,Female,Yes,No,43,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),55.55,2342.2,Yes,53,San Jose,95101,408,DSL_plan_37,DSL_plan_37,3195,3195
0570-BFQHT,Female,No,No,9,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,80.55,653.9,No,63,San Jose,95101,408,Fiber optic_plan_40,Fiber optic_plan_40,3196,3196
4393-OBCRR,Female,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.25,71.2,No,73,Washington D.C.,20001,202,No_unknown_plan,No_unknown_plan,3197,3197
3523-QRQLL,Female,Yes,Yes,22,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),69.5,1498.2,Yes,55,San Antonio,78201,210,DSL_plan_45,DSL_plan_45,3198,3198
8564-LDKFL,Male,Yes,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.0,4178.65,No,55,Philadelphia,19101,215,Fiber optic_plan_37,Fiber optic_plan_37,3199,3199
3696-DFHHB,Female,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.5,1821.8,No,59,Charlotte,28201,704,No_unknown_plan,No_unknown_plan,3200,3200
0895-DQHEW,Male,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.3,5278.15,Yes,65,Indianapolis,46201,317,Fiber optic_plan_37,Fiber optic_plan_37,3201,3201
4717-GHADL,Female,No,No,50,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,79.6,4024.2,No,40,Jacksonville,32201,904,DSL_plan_41,DSL_plan_41,3202,3202
5501-TVMGM,Male,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.25,55.25,No,50,Washington D.C.,20001,202,DSL_plan_63,DSL_plan_63,3203,3203
5879-HMFFH,Female,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),88.05,6520.8,No,74,Austin,73301,512,DSL_plan_1,DSL_plan_1,3204,3204
6772-WFQRD,Male,No,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.4,854.9,No,67,Dallas,75201,214,No_unknown_plan,No_unknown_plan,3205,3205
3810-DVDQQ,Female,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),117.6,8308.9,No,77,San Antonio,78201,210,Fiber optic_plan_1,Fiber optic_plan_1,3206,3206
6972-SNKKW,Female,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,109.2,No,64,San Antonio,78201,210,No_unknown_plan,No_unknown_plan,3207,3207
3694-GLTJM,Female,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.65,92.05,No,67,Austin,73301,512,No_unknown_plan,No_unknown_plan,3208,3208
8550-XSXUQ,Male,Yes,No,48,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),70.55,3420.5,No,82,San Jose,95101,408,DSL_plan_39,DSL_plan_39,3209,3209
8149-RSOUN,Female,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.85,93.85,Yes,39,San Jose,95101,408,Fiber optic_plan_61,Fiber optic_plan_61,3210,3210
9055-MOJJJ,Female,Yes,Yes,64,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,65.8,4068,No,56,San Diego,92101,858,DSL_plan_26,DSL_plan_26,3211,3211
4359-INNWN,Female,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.05,337.9,No,44,Los Angeles,90001,213,No_unknown_plan,No_unknown_plan,3212,3212
0585-EGDDA,Male,Yes,No,40,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.0,3168.75,No,55,Jacksonville,32201,904,Fiber optic_plan_40,Fiber optic_plan_40,3213,3213
4032-RMHCI,Female,Yes,Yes,41,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),35.4,1412.4,No,71,Austin,73301,512,DSL_plan_24,DSL_plan_24,3214,3214
0549-CYCQN,Male,No,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),79.6,3974.7,No,58,Columbus,43201,614,Fiber optic_plan_48,Fiber optic_plan_48,3215,3215
3481-JHUZH,Male,Yes,No,41,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.25,3439,No,33,Denver,80201,303,Fiber optic_plan_48,Fiber optic_plan_48,3216,3216
7250-EQKIY,Female,Yes,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,50.45,50.45,Yes,53,Austin,73301,512,DSL_plan_56,DSL_plan_56,3217,3217
3594-IVHJZ,Female,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.45,42.45,No,60,San Antonio,78201,210,No_unknown_plan,No_unknown_plan,3218,3218
6869-FGJJC,Male,No,No,68,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),79.6,5461.45,No,32,Denver,80201,303,Fiber optic_plan_40,Fiber optic_plan_40,3219,3219
3896-ZVNET,Female,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.7,571.75,No,55,San Francisco,94101,415,No_unknown_plan,No_unknown_plan,3220,3220
8205-VSLRB,Male,Yes,No,70,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),77.3,5498.2,No,56,San Antonio,78201,210,DSL_plan_19,DSL_plan_19,3221,3221
5960-MVTUK,Male,No,No,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,29.75,96.85,No,15,San Diego,92101,858,DSL_plan_60,DSL_plan_60,3222,3222
6817-WTYHE,Male,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.9,111.05,No,68,Columbus,43201,614,DSL_plan_64,DSL_plan_64,3223,3223
3082-VQXNH,Male,Yes,No,3,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),29.8,94.4,No,56,Denver,80201,303,DSL_plan_48,DSL_plan_48,3224,3224
4013-UBXWQ,Female,No,No,7,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,74.65,521.1,Yes,71,San Antonio,78201,210,DSL_plan_57,DSL_plan_57,3225,3225
4931-TRZWN,Female,No,No,13,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,71.95,923.85,No,49,Seattle,98101,206,DSL_plan_29,DSL_plan_29,3226,3226
0750-EKNGL,Male,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,141.1,No,59,Los Angeles,90001,213,No_unknown_plan,No_unknown_plan,3227,3227
7669-LCRSD,Male,Yes,Yes,12,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,56.3,628.65,No,76,Philadelphia,19101,215,DSL_plan_62,DSL_plan_62,3228,3228
3567-PQTSO,Male,Yes,Yes,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,105.25,5576.3,No,18,Columbus,43201,614,Fiber optic_plan_37,Fiber optic_plan_37,3229,3229
5519-NPHVG,Female,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,1046.1,Yes,60,Columbus,43201,614,Fiber optic_plan_61,Fiber optic_plan_61,3230,3230
8043-PNYSD,Male,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,1245.6,No,54,San Francisco,94101,415,No_unknown_plan,No_unknown_plan,3231,3231
9938-EKRGF,Female,No,No,15,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,84.45,1287.85,No,53,Chicago,60601,312,DSL_plan_1,DSL_plan_1,3232,3232
2703-AMTUL,Male,Yes,Yes,36,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,53.65,1939.35,No,15,San Francisco,94101,415,DSL_plan_16,DSL_plan_16,3233,3233
0928-JMXNP,Male,Yes,No,4,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,29.9,118.25,No,58,Fort Worth,76101,817,DSL_plan_56,DSL_plan_56,3234,3234
8173-RXAYP,Female,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,452.55,No,63,San Jose,95101,408,No_unknown_plan,No_unknown_plan,3235,3235
4825-XJGDM,Female,No,No,61,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),43.7,2696.55,No,79,Washington D.C.,20001,202,DSL_plan_4,DSL_plan_4,3236,3236
5402-HTOTQ,Male,No,No,16,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.3,875.35,No,54,San Jose,95101,408,DSL_plan_48,DSL_plan_48,3237,3237
6734-JDTTV,Male,Yes,Yes,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.85,1267.05,No,76,Indianapolis,46201,317,No_unknown_plan,No_unknown_plan,3238,3238
7850-THJMU,Female,Yes,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,494.9,No,58,Jacksonville,32201,904,No_unknown_plan,No_unknown_plan,3239,3239
3890-RTCMS,Male,No,No,16,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,49.45,799,No,50,Houston,77001,713,DSL_plan_60,DSL_plan_60,3240,3240
8849-GYOKR,Female,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),106.55,5763.3,Yes,69,Philadelphia,19101,215,Fiber optic_plan_13,Fiber optic_plan_13,3241,3241
3148-BLQJT,Male,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.1,20.1,Yes,46,Denver,80201,303,No_unknown_plan,No_unknown_plan,3242,3242
3717-FDJFU,Male,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.45,106.9,No,65,San Jose,95101,408,No_unknown_plan,No_unknown_plan,3243,3243
3665-JATSN,Female,No,No,19,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,39.7,710.05,No,48,Seattle,98101,206,DSL_plan_47,DSL_plan_47,3244,3244
7966-YOTQW,Male,No,No,10,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),54.5,568.2,No,59,Indianapolis,46201,317,DSL_plan_32,DSL_plan_32,3245,3245
0461-CVKMU,Female,Yes,Yes,23,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,83.8,1900.25,Yes,24,Washington D.C.,20001,202,Fiber optic_plan_36,Fiber optic_plan_36,3246,3246
8806-EAGWC,Male,No,No,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,55.15,159.15,Yes,62,Dallas,75201,214,DSL_plan_62,DSL_plan_62,3247,3247
8853-TZDGH,Female,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.6,8012.75,No,56,Washington D.C.,20001,202,Fiber optic_plan_33,Fiber optic_plan_33,3248,3248
7779-LGOVN,Male,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.65,856.65,Yes,63,Houston,77001,713,Fiber optic_plan_63,Fiber optic_plan_63,3249,3249
4324-BZCKL,Female,Yes,Yes,10,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.55,551.3,No,53,San Jose,95101,408,DSL_plan_40,DSL_plan_40,3250,3250
6924-TDGMT,Male,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.55,184.95,No,51,Houston,77001,713,No_unknown_plan,No_unknown_plan,3251,3251
9710-ZUSHQ,Female,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),106.75,4056.75,Yes,30,San Jose,95101,408,Fiber optic_plan_13,Fiber optic_plan_13,3252,3252
1536-YHDOE,Male,Yes,Yes,17,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,62.1,1096.65,No,63,San Diego,92101,858,DSL_plan_28,DSL_plan_28,3253,3253
8123-QBNAZ,Female,Yes,Yes,36,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),104.5,3684.95,No,66,San Francisco,94101,415,Fiber optic_plan_21,Fiber optic_plan_21,3254,3254
3629-ZNKXA,Male,No,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.8,1752.45,No,49,Los Angeles,90001,213,Fiber optic_plan_37,Fiber optic_plan_37,3255,3255
4827-LTQRJ,Female,Yes,Yes,66,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),110.6,7210.85,No,55,Philadelphia,19101,215,Fiber optic_plan_9,Fiber optic_plan_9,3256,3256
7711-YIJWC,Male,Yes,Yes,61,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),84.9,5264.5,No,55,San Francisco,94101,415,DSL_plan_1,DSL_plan_1,3257,3257
5482-VXSXJ,Male,No,No,22,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,93.2,2157.3,No,59,San Antonio,78201,210,Fiber optic_plan_45,Fiber optic_plan_45,3258,3258
7365-BVCJH,Male,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.4,24.4,No,60,San Diego,92101,858,DSL_plan_64,DSL_plan_64,3259,3259
9620-ENEJV,Female,No,No,6,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),70.55,433.95,No,55,San Jose,95101,408,Fiber optic_plan_64,Fiber optic_plan_64,3260,3260
4183-WCSEP,Male,No,No,31,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,78.45,2435.15,Yes,55,Seattle,98101,206,Fiber optic_plan_44,Fiber optic_plan_44,3261,3261
2378-YIZKA,Female,Yes,Yes,68,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.0,5607.75,No,80,Los Angeles,90001,213,DSL_plan_1,DSL_plan_1,3262,3262
5498-TXHLF,Female,Yes,Yes,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,87.45,2874.15,Yes,63,Columbus,43201,614,Fiber optic_plan_54,Fiber optic_plan_54,3263,3263
